Carbon_fibre,Glass_fibre,lf,Vc,SmAvg,G,GiicmAvg,Initial_stiffness,Ultimate_strain,Pseudo_ductile_strain,Ultimate_strength,Yield_strength
XN-90,GF,1597.576815,0.310685379,99.97153468,1708.435508,0.778709281,169378.9551,0.32,0.078466132,409.1075416,409.1075416
XN-90,FliteStrand_S_ZT,8243.210642,0.697555544,47.53529134,1286.315969,0.771955873,331629.6053,0.24,0.051055248,626.596737,626.596737
P120J,C124,5383.814804,0.705600641,85.69942367,1126.551293,0.825140652,326567.3429,1.32,1.056006053,862.1180193,726.6397996
XN-90,GF,2929.036844,0.833737668,57.54016578,1676.693103,0.628142663,387545.9089,0.3,0.070198659,890.5856951,890.5856951
XN-90,GF,2965.106048,0.961602448,57.50681705,1326.396968,0.77543275,430265.5745,0.3,0.063898913,1015.861698,1015.861698
P120J,GF,8383.410782,0.549086131,79.96476086,1675.639273,0.908332287,279621.267,0.24,0.060651774,501.4957807,501.4957807
P120J,C124,9696.8999,0.247304695,72.8927198,1717.911027,0.608865825,192686.9376,1.38,0.666945185,1373.963487,535.3400206
XN-90,XN-05,965.9268883,0.995304658,79.09032964,1770.161045,0.772165682,386950.486,0.32,0.061049334,1002.010861,1002.010861
P120J,C124,5550.855548,0.112571621,71.21525117,1524.439088,0.988109335,152618.9248,1.16,0.329155194,1268.026409,660.8530568
XN-90,FliteStrand_S_ZT,11870.26607,0.88052766,99.82428801,1139.801651,0.660566089,416112.7558,0.22,0.037874927,757.845661,757.845661
XN-90,XN-05,2500.064499,0.736505274,85.37106991,1235.041409,0.79526793,312232.2356,0.28,0.04738715,726.2923019,726.2923019
P120J,C124,8256.521178,0.4198079,55.26537534,1412.564904,0.885863523,242364.468,1.72,1.1814138,1305.341578,574.4190601
P120J,C124,930.9795286,0.238949906,88.37498635,1093.960576,0.755884624,158593.8994,0.8,0.226947965,908.8255687,723.3264328
P120J,C124,8821.543196,0.168720924,89.0611947,1754.937487,0.804998672,170225.7366,1.26,0.462138483,1358.165645,566.9145652
XN-90,GF,11574.23646,0.161888127,57.47604619,1229.234453,0.74030113,131373.6236,1.06,0.908724794,198.7357201,149.577569
P120J,C124,3683.417117,0.897251572,88.83228865,1472.591036,0.90593614,387827.4794,0.32,0.07559879,947.855054,947.855054
XN-90,XN-05,11996.81592,0.725899506,71.07149032,1071.288813,0.817248854,340960.9444,0.22,0.047858636,586.934819,586.934819
XN-90,GF,11662.49087,0.319433051,80.81769351,1164.750991,0.721458415,204399.6221,0.18,0.032610429,301.2637268,301.2637268
XN-90,XN-05,6363.205328,0.998100478,99.58793591,1251.395229,0.813716666,462346.613,0.26,0.048741685,976.7456625,976.7456625
XN-90,FliteStrand_S_ZT,3503.588111,0.984613414,70.72014425,1545.418947,0.662092279,445457.3847,0.28,0.049509317,1026.737767,1026.737767
P120J,C124,11907.1644,0.393927775,49.8971083,1253.392855,0.83475979,236279.9376,1.72,1.166166317,1308.597881,518.772706
P120J,C124,2358.194251,0.354386072,47.06255125,1161.901951,0.765130637,208687.1157,1.72,1.156290521,1176.389053,661.3988186
P120J,C124,10590.15101,0.356515299,89.72045908,1545.612799,0.666726172,225179.4314,1.52,0.920465417,1350.028564,533.00745
P120J,C124,6419.809491,0.355398573,94.10584171,1536.901673,0.865700924,222203.5519,1.14,0.632375783,1127.959041,598.6229353
T1000GB,T300,3975.603231,0.918258545,94.05978979,1368.3741,0.636448762,154285.1941,0.9,0.045751399,1317.979112,1317.979112
T1000GB,T300,10250.07236,0.980758087,77.22469659,1551.03332,0.645263175,157792.7595,1.16,0.182304245,1542.733111,1506.078866
T1000GB,T300,9146.461492,0.948329295,82.57108779,1571.08505,0.728290683,156704.8106,1.2,0.21254841,1547.384144,1496.901651
P120J,C124,11936.64113,0.349041601,71.9364198,1365.448586,0.771554392,223244.1508,1.78,1.14955894,1407.422791,515.6465049
C124,T300,5196.864627,0.947745065,96.25674418,1424.287808,0.7420471,121412.8924,1.06,0.047616949,1229.163545,1229.163545
P120J,C124,4058.101797,0.358991831,56.03195442,1513.080802,0.84177998,219543.3765,1.26,0.741659972,1137.9812,643.1685789
C124,T300,8902.435192,0.953509402,96.18575137,1641.923594,0.725770492,122122.5608,1.2,0.057735932,1394.962131,1394.962131
XN-90,XN-05,6311.235601,0.919098062,77.68844964,1429.509909,0.922750358,425060.4114,0.26,0.052969562,880.0044309,880.0044309
XN-90,GF,7519.579839,0.987171082,62.01866509,1357.905862,0.972650965,462236.0205,0.26,0.057920078,934.0861874,934.0861874
XN-90,XN-05,683.0731915,0.986131328,80.091236,1010.543368,0.600263379,316952.6891,0.32,0.050057476,855.5900874,855.5900874
XN-90,GF,7349.741331,0.719939051,43.20794193,1014.553201,0.714768101,358355.4811,0.24,0.048645561,685.72912,685.72912
XN-90,FliteStrand_S_ZT,8479.537303,0.640958127,79.61443222,1558.94263,0.97176006,308848.4535,0.24,0.052809171,578.1359804,578.1359804
P120J,C124,9616.546315,0.324879191,59.68314636,1742.294707,0.99082652,215580.3527,1.7,1.029652662,1445.137155,539.1691992
P120J,C124,9225.947277,0.286986153,97.26459781,1480.714349,0.965027419,204025.2886,1.44,0.75626524,1394.991817,552.534832
C124,T300,1002.818981,0.099878812,93.19104374,1514.202193,0.691803046,112323.4508,0.64,0.043440123,670.0766401,670.0766401
T1000GB,T300,5453.397832,0.998820404,47.93104148,1205.406606,0.901432679,157511.012,1.22,0.200809778,1605.336834,1445.801958
T1000GB,T300,10973.78026,0.998263797,53.18698828,1251.568669,0.941739398,158358.0789,1.16,0.190942758,1534.580432,1475.929651
T1000GB,T300,10183.12634,0.986467333,94.77888068,1274.996569,0.836202213,157976.5253,1.18,0.187901338,1567.282994,1531.906975
T1000GB,T300,9988.911975,0.840643324,50.9891384,1615.165115,0.627355353,153319.9621,1.16,0.232787376,1421.602044,1364.5406
T1000GB,T300,5427.493064,0.33850189,46.15926231,1553.931656,0.621700761,134107.1861,0.94,0.11343209,1108.486965,1093.260102
T1000GB,T300,7476.531792,0.997515948,44.21230027,1522.414369,0.62285815,158036.2154,1.22,0.212986145,1591.446585,1478.924271
P120J,C124,7340.437908,0.447177588,58.19683714,1118.486962,0.7839079,249374.0817,1.48,0.998249603,1201.360629,584.2680669
T1000GB,T300,9157.791509,0.844314162,96.07168078,1091.466197,0.872024731,152849.1786,1.16,0.202684156,1463.249404,1404.650633
P120J,C124,8443.716613,0.397474737,44.92904156,1688.771009,0.831875016,236530.7801,1.84,1.277885457,1329.573913,562.5482534
T1000GB,T300,8477.98493,0.947760099,54.20532882,1574.116525,0.992374429,156598.8513,1.18,0.197799297,1538.115019,1465.201373
T1000GB,T300,9410.408638,0.992832788,90.48219877,1140.803462,0.738999711,157857.2009,1.18,0.17645301,1584.171189,1536.221502
C124,T300,11600.50831,0.951446915,42.79116782,1724.173226,0.681895487,122569.5581,1.58,0.208062366,1681.577896,1417.702712
P120J,C124,8107.829514,0.676841402,73.91497923,1190.679563,0.864863861,322256.8858,1.54,1.260870568,899.513816,641.3054533
C124,T300,10942.75871,0.963620252,84.0741933,1477.098313,0.733847445,122484.3052,1.42,0.096783096,1620.733031,1620.733031
C124,T300,11464.60093,0.649301713,77.52792658,1610.523113,0.72688449,121871.5113,1.28,0.282338324,1215.865362,1113.528753
C124,T300,1514.024748,0.983477439,89.67501431,1379.23898,0.600805067,117154.5888,0.9,0.091913484,946.7104355,946.7104355
P120J,C124,10133.54987,0.167754666,40.73655153,1733.401396,0.934364849,170123.3983,1.66,0.729350821,1583.25201,561.1751555
C124,T300,11647.19008,0.973166798,56.9594937,1435.669704,0.721087601,122363.1752,1.58,0.162611644,1734.361397,1584.811769
C124,T300,11265.82951,0.935664447,75.35952197,1448.420486,0.838747231,122183.0381,1.48,0.139036156,1638.430364,1533.875846
C124,T300,11662.66018,0.942575551,72.96393976,1446.160132,0.988980171,122483.5005,1.6,0.176122787,1744.014653,1542.652163
C124,T300,8934.862825,0.951440209,96.02487704,1280.555652,0.856740237,122011.5332,1.36,0.087586323,1552.491435,1552.491435
P120J,C124,1654.520895,0.349569703,77.90965239,1723.964108,0.909198727,204536.8876,0.96,0.452408892,1038.211054,723.0245371
C124,T300,11821.13047,0.843043161,76.2254431,1287.770584,0.613305806,122047.1228,1.32,0.159397504,1416.481953,1293.30294
P120J,C124,8062.886224,0.121950615,42.48784698,1759.255527,0.920282651,156308.4508,1.48,0.519370458,1501.545155,617.9430077
C124,T300,11328.33722,0.999581963,82.59326387,1240.821783,0.835564128,122475.9114,1.48,0.087291588,1705.732321,1705.732321
T1000GB,T300,10486.85125,0.973006349,87.34227785,1447.887293,0.778195025,157718.2299,1.16,0.181167479,1543.797326,1498.762271
P120J,C124,11612.11777,0.1146328,59.00253058,1201.0291,0.674074601,154840.5644,1.42,0.435109242,1525.010409,585.5878767
C124,T300,11327.603,0.972410059,43.91219014,1196.056491,0.872368248,122310.7853,1.7,0.238254287,1787.872661,1487.105987
P120J,C124,798.37882,0.341862903,59.45895799,1027.471339,0.732741079,172090.6215,1.14,0.573310457,975.2195563,604.9365631
T1000GB,T300,799.0867045,0.976985443,68.99803661,1337.827962,0.726125137,146449.5787,1.04,0.199864377,1230.37508,990.7302292
P120J,C124,9107.548297,0.380534522,61.38774056,1018.349352,0.945547665,230657.3004,1.78,1.177266624,1390.248533,549.5259927
C124,T300,11721.36798,0.945502089,92.65717535,1076.113725,0.822973773,122149.4854,1.4,0.103830844,1583.263954,1583.263954
P120J,C124,1700.910885,0.002504655,65.60240086,1559.143901,0.760205704,118652.2799,1.14,0.179679756,1139.441864,970.4245096
C124,T300,7796.977078,0.999132319,85.53502356,1623.809245,0.857236144,122133.5676,1.36,0.067721819,1578.305446,1578.305446
C124,T300,11881.71347,0.885527027,71.37913765,1299.921727,0.966081724,122212.7826,1.36,0.143912062,1486.214908,1366.218718
C124,T300,11662.27122,0.841782188,45.31820357,1715.881195,0.991085663,122216.239,1.5,0.269537643,1503.824815,1221.750191
C124,T300,3504.813292,0.546453244,75.63514178,1199.238792,0.600252662,119405.5522,0.86,0.058334603,957.2329947,957.2329947
T800H,T800H,3239.723853,1,60.07593267,1288.863122,0.965879871,157849.4129,1.06,0.129040373,1469.514305,1412.48413
M60JB,C320,8522.042312,0.720392994,78.27365661,1116.3117,0.831344694,233759.7958,0.42,0.073702324,809.5047409,809.5047409
C124,T300,10379.4963,0.691606826,56.28919614,1610.14848,0.619274301,121707.7767,1.32,0.284896436,1259.801534,1135.013539
C124,T300,6331.548259,0.472293364,99.94023884,1165.297795,0.834986541,120509.9816,0.96,0.070134483,1072.37677,1072.37677
C320,C124,11150.27001,0.623102133,83.7382799,1579.756335,0.842815549,124649.8248,1.14,0.195054815,1177.872518,1144.625547
P120J,C124,8404.072172,0.014947084,50.23580513,1781.502304,0.90325457,126509.5224,1.36,0.15646101,1522.591428,1262.476534
T1000GB,T300,10891.34253,0.703070993,94.78281252,1378.365001,0.716552822,148302.671,1.04,0.155464228,1311.790176,1288.039067
T1000GB,T300,10620.92641,0.9124559,80.72306072,1756.190764,0.816008131,155784.1428,1.14,0.190811501,1478.685167,1446.615401
M40B,T800H,8741.407816,0.046484484,97.29930325,1003.983052,0.959982822,161095.6013,1.12,0.22285442,1445.262067,1351.902827
M60JB,T800H,10121.17568,0.51153016,58.22745403,1281.445131,0.894969552,222569.3656,0.8,0.418133487,849.9178746,804.9861843
XN-90,XN-05,11934.05812,0.996776175,74.87573789,1158.346828,0.729482624,469615.7147,0.24,0.055310074,867.3329143,867.3329143
XN-90,FliteStrand_S_ZT,4111.038601,0.997184163,67.53111539,1751.543126,0.730611789,456383.697,0.3,0.073505173,1033.685463,1033.685463
XN-90,FliteStrand_S_ZT,7846.051581,0.688716639,94.49274185,1633.851222,0.660304168,328624.0258,0.24,0.049205249,626.997392,626.997392
XN-90,XN-05,11019.418,0.696207145,67.37093012,1231.312487,0.637360864,328307.3265,0.22,0.044993878,574.5579189,574.5579189
XN-90,GF,10823.86398,0.99806666,48.96059215,1708.455142,0.750008933,471093.569,0.24,0.051235719,889.2563898,889.2563898
P120J,C124,1860.602168,0.111311771,65.6841512,1183.315135,0.764143203,143981.887,1,0.273206855,1046.450485,741.6688537
M40B,T800H,5553.322827,0.417300081,68.318273,1344.780792,0.889096483,172330.875,1.04,0.412438449,1081.482312,858.5277627
C124,T300,9754.54756,0.292350212,95.22598582,1672.277654,0.613311076,121028.1827,0.94,0.103319733,1012.618922,1012.618922
C124,T300,11855.10265,0.822332159,62.61254512,1420.317505,0.602377328,122101.9738,1.36,0.207065359,1407.755953,1237.575528
T1000GB,T300,4237.500046,0.595168694,77.10671364,1701.149771,0.722911828,143380.889,0.9,0.070213502,1189.755258,1189.755258
XN-90,GF,8889.773986,0.98253149,63.28119216,1152.480953,0.627673989,461471.2489,0.24,0.045349883,898.2543255,898.2543255
XN-90,XN-05,770.1546466,0.809594627,99.36502149,1113.144707,0.61197117,262887.773,0.28,0.031582679,653.0587641,653.0587641
XN-90,FliteStrand_S_ZT,6969.576862,0.994090879,79.48924019,1464.537826,0.999278913,463199.4563,0.26,0.053100534,958.3572002,958.3572002
P120J,GF,1258.564302,0.058540116,98.96544627,1755.003373,0.948724429,55576.52604,0.98,0.546802193,240.7562918,162.3022102
XN-90,GF,4381.7418,0.995727708,75.50359176,1222.460598,0.669325285,454300.0317,0.26,0.039120261,1003.456725,1003.456725
XN-90,XN-05,9592.017812,0.996630273,52.36715421,1357.37048,0.968807055,467635.5699,0.24,0.045842267,907.9506199,907.9506199
P120J,GF,516.3575544,0.281580193,81.92509942,1236.958327,0.65842919,97470.35674,0.58,0.178904545,390.9491705,360.2621767
XN-90,GF,4363.470158,0.991428518,61.62685539,1718.784739,0.877825541,456261.6075,0.28,0.056998786,1017.468924,1017.468924
XN-90,GF,6295.648177,0.998995592,78.69101776,1192.426826,0.931231444,462358.1437,0.26,0.046652305,986.4304418,986.4304418
XN-90,GF,11744.4751,0.878338643,78.97877461,1002.678591,0.701615203,424947.8136,0.22,0.039040204,768.9846973,768.9846973
P120J,XN-05,5569.587973,0.33127876,80.8414071,1298.037889,0.716470977,151701.253,0.3,0.0931331,313.8196787,313.8196787
P75S,P75S,878.4763347,1,86.87897376,1184.508374,0.752326263,252329.3632,0.4,0.039323963,910.091548,910.091548
XN-90,FliteStrand_S_ZT,11255.55446,0.694803854,82.43841299,1310.44684,0.974254284,334214.3706,0.22,0.041731262,595.7997395,595.7997395
XN-90,GF,9847.23763,0.906380711,97.34842973,1491.211495,0.780197201,434704.3973,0.24,0.049817791,826.7304253,826.7304253
XN-90,XN-05,4540.593602,0.999633146,44.43243421,1730.618137,0.97947798,459401.9739,0.28,0.060229929,1009.628044,1009.628044
XN-90,FliteStrand_S_ZT,9152.350017,0.995700516,71.52502452,1157.573132,0.864236486,465799.7754,0.24,0.04434865,911.3435497,911.3435497
XN-90,GF,4231.847479,0.994603428,80.01694887,1597.326846,0.987689297,456367.8393,0.3,0.071467951,1042.946772,1042.946772
XN-90,XN-05,8384.944555,0.999577301,64.3439585,1489.607349,0.994038837,468044.5065,0.24,0.042472581,924.5162322,924.5162322
XN-90,GF,11994.86095,0.757229058,74.59139713,1729.139656,0.695537685,380548.3052,0.22,0.044964447,666.0948294,666.0948294
XN-90,GF,8519.696178,0.931551404,74.92252903,1196.483027,0.654537168,442036.2743,0.24,0.046738625,854.2853836,854.2853836
XN-90,XN-05,9073.54498,0.997560148,54.18496222,1565.236666,0.955495268,468598.3415,0.24,0.045608736,910.9142407,910.9142407
XN-90,GF,9755.037895,0.98330772,78.29515292,1215.438819,0.952471084,462687.94,0.24,0.046260624,896.4087298,896.4087298
XN-90,GF,6649.184337,0.890998462,97.4530724,1324.450634,0.794184986,423979.0028,0.26,0.05657508,862.4789474,862.4789474
XN-90,FliteStrand_S_ZT,1965.713245,0.975806544,79.31235778,1724.846729,0.953747116,422891.9704,0.3,0.050302547,1055.950479,1055.950479
P120J,GF,1267.560029,0.380630155,81.90195307,1474.366169,0.641733915,177148.7816,0.42,0.130786921,512.3374459,507.714551
P75S,P75S,10677.88832,1,51.45178291,1522.76687,0.778301543,281016.1211,0.32,0.04089033,784.3431676,784.3431676
XN-90,GF,7923.11442,0.907465123,60.27739842,1036.326828,0.820903687,430487.5935,0.24,0.043353829,846.5373686,846.5373686
XN-90,GF,9216.451409,0.988540346,69.12173894,1321.379757,0.851218968,464257.3714,0.24,0.045415042,903.3750112,903.3750112
XN-90,XN-05,9419.345057,0.99938694,76.03338865,1210.669513,0.789426551,468431.6962,0.24,0.045658084,910.3591323,910.3591323
XN-90,FliteStrand_S_ZT,6829.042177,0.702792303,55.16615178,1612.364603,0.763616032,333221.0201,0.26,0.0649207,650.045234,650.045234
K13D,C100,6976.324659,0.422220809,98.85691443,1472.840759,0.677500394,201411.8201,3.34,2.940314463,805.0139151,358.6114397
K13D,C100,7686.063348,0.002392501,67.46555805,1158.464913,0.690820803,40699.42533,1.66,0.072520068,646.0952095,646.0952095
K13D,C100,4260.290722,0.546894766,80.02365265,1360.302077,0.695324564,242502.6478,3.2,2.932207286,649.4044214,453.0518856
K13D,C100,6828.365874,0.461107473,93.2008393,1382.967189,0.892675189,216936.8452,3.58,3.215343975,791.0732761,372.3773382
K13D,C100,8814.598607,0.583355084,49.94908267,1154.26049,0.740940586,271351.8448,3.28,3.045980513,635.0161958,402.8833035
K13D,C100,6270.717696,0.86876566,99.69410966,1060.699771,0.770492895,405217.6481,0.22,0.055485687,666.6410318,666.6410318
K13D,C100,5050.104543,0.909719042,99.76366583,1668.693591,0.896434143,429838.3939,0.22,0.047293408,742.3592425,742.3592425
P120J,C124,7841.784202,0.430466378,55.49349424,1524.040898,0.914094359,246180.5291,1.56,1.05420038,1245.18018,577.8110368
K13D,C100,3057.183534,0.51614466,62.76280603,1675.212144,0.717509949,223398.7117,3.24,2.958176639,629.5897576,431.0505883
K13D,C100,1508.721302,0.876854806,55.89962313,1529.370338,0.859934517,351261.3151,0.34,0.125003617,755.1991222,744.378296
M40B,T800H,11762.33065,0.241387619,84.45907273,1066.95561,0.625138911,167517.3728,1,0.302159864,1169.003463,925.6073807
K13D,C100,873.6243305,0.001594418,64.18752822,1383.445141,0.731759132,38412.91792,1.24,0.12441,428.5306711,391.5451245
M40B,T800H,10865.33834,0.996124234,80.95384721,1203.249973,0.920723413,194516.7817,0.44,0.064344129,730.71371,730.71371
K13D,C100,9919.520312,0.568576653,92.03471095,1049.942642,0.991006461,266540.9386,3.16,2.911477692,662.4136933,380.627965
